08B,ME,MERRYMEETING FIELD,44,0.7679445963,-69.88713889,-1.219760242
08C,MI,RIVERVIEW,42.93585833,0.7493718271,-85.80503528,-1.497579845
08F,OK,CITY OF COALGATE,34.53175889,0.6026926736,-96.23305389,-1.679583039
08M,MS,CARTHAGE-LEAKE COUNTY,32.76124611,0.5717914072,-89.53007139,-1.562593967
08N,PA,KELLER BROTHERS,40.29175889,0.7032236026,-76.32884528,-1.332189188
08R,RI,RICHMOND,41.4895,0.7241281211,-71.62063889,-1.250015514
09A,AL,BUTLER-CHOCTAW COUNTY,32.11931306,0.5605875659,-88.1274625,-1.538113832
09J,GA,JEKYLL ISLAND,31.07447222,0.5423516597,-81.42777778,-1.421182317
09M,MS,CHARLESTON MUNI,33.99150222,0.5932634193,-90.078145,-1.572159652
09N,NY,AIRHAVEN,41.83259306,0.7301162224,-73.87596778,-1.289378415
0A2,SC,HESTER MEMORIAL,34.09039333,0.5949893942,-82.56790889,-1.441081351
0A3,TN,SMITHVILLE MUNI,35.98531194,0.6280619512,-85.80931806,-1.497654593
0A7,NC,HENDERSONVILLE,35.30761667,0.6162339415,-82.43317417,-1.438729788
0A8,AL,BIBB COUNTY,32.93686111,0.5748564661,-87.09063889,-1.520017853
0A9,TN,ELIZABETHTON MUNI,36.37122222,0.6347973538,-82.17341667,-1.434196166
0B1,ME,BETHEL RGNL,44.42516667,0.7753651518,-70.80991667,-1.235865747
0B2,ME,BREWER,44.76386111,0.7812764829,-68.76777778,-1.200223712
0B5,MA,TURNERS FALLS,42.59136361,0.7433592621,-72.52275472,-1.2657604
0B7,VT,WARREN-SUGARBUSH,44.11672722,0.7699818699,-72.82705806,-1.271071493
0B8,NY,ELIZABETH FIELD,41.25130806,0.7199708889,-72.03161139,-1.257188335
0C0,IL,DACY,42.40247222,0.7400624866,-88.63238889,-1.546926457
0C2,IL,HINCKLEY,41.77086278,0.7290388262,-88.70341444,-1.548166086
0C5,MI,CANADIAN LAKES,43.57641694,0.76055168,-85.28059056,-1.488426561
0C7,IL,GRANDPAS' FARM MENDOTA,41.52197694,0.7246949505,-89.13258444,-1.555656513
0C8,IL,CUSHING FIELD LTD,41.519475,0.7246512833,-88.60562889,-1.546459407
0D7,OH,ADA,40.79060806,0.7119301599,-83.82910389,-1.463093349
0F7,OK,FOUNTAINHEAD LODGE AIRPARK,35.38867778,0.6176487243,-95.60003333,-1.66853475
0F9,OK,TISHOMINGO AIRPARK,34.1985,0.5968762108,-96.6745,-1.687287724
0G0,NY,NORTH BUFFALO SUBURBAN,43.10318389,0.752292208,-78.70334583,-1.373632026
0G6,OH,WILLIAMS COUNTY,41.46736111,0.7237417247,-84.50655556,-1.474917107
0G7,NY,FINGER LAKES RGNL,42.8835,0.7484580022,-76.78108333,-1.340082228
0I2,IN,BRAZIL CLAY COUNTY,39.47673556,0.688998767,-87.09970917,-1.520176159
0I8,KY,CYNTHIANA-HARRISON COUNTY,38.36616389,0.6696156418,-84.28334444,-1.471021339
0J0,AL,ABBEVILLE MUNI,31.60016667,0.5515267553,-85.23816667,-1.487686125
0J4,AL,FLORALA MUNI,31.04247361,0.5417931788,-86.31156111,-1.506420385
0J6,AL,HEADLAND MUNI,31.36413639,0.5474072513,-85.31168333,-1.488969232
0J8,FL,FLYING TEN,29.61802222,0.5169318209,-82.50872028,-1.440048316
0K6,OK,DOBIE'S,36.15986111,0.6311084078,-95.58019444,-1.668188496
0M2,TN,REELFOOT LAKE,36.47534083,0.6366145657,-89.34618278,-1.559384506
0M3,TN,JOHN A BAKER FLD,35.54597222,0.6203940293,-87.59732361,-1.528861166
0M4,TN,BENTON COUNTY,36.00954167,0.6284848395,-88.12472778,-1.538066102
0M5,TN,HUMPHREYS COUNTY,36.11659972,0.6303533544,-87.73815889,-1.531319205
0N4,DE,CHANDELLE ESTATES,39.20230556,0.6842090617,-75.48541667,-1.317468587
0N6,DE,HENDERSON AVIATION,39.01288889,0.6809031184,-75.53397222,-1.318316041
0P2,PA,SHOESTRING AVIATION AIRFIELD,39.79482444,0.6945504635,-76.64719139,-1.337745374
0R0,MS,COLUMBIA-MARION COUNTY,31.29700806,0.5462356413,-89.81282944,-1.567529024
0R1,AL,ATMORE MUNI,31.01621528,0.5413348845,-87.44675694,-1.526233283
0V4,VA,BROOKNEAL/CAMPBELL COUNTY,37.14172222,0.6482451108,-79.01638889,-1.379095656
0VG,VA,LEE COUNTY,36.65408333,0.6397342097,-83.21783333,-1.452424669
0W3,MD,HARFORD COUNTY,39.56683778,0.6905713469,-76.20240278,-1.329982351
10C,IL,GALT FIELD,42.40288889,0.7400697588,-88.37511111,-1.542436114
10G,OH,HOLMES COUNTY,40.53716667,0.7075067748,-81.95436111,-1.430372926
11A,AL,CLAYTON MUNI,31.88332361,0.5564687745,-85.48522639,-1.491998129
11G,MI,JOHNSON FIELD,42.92114083,0.7491149584,-82.58547472,-1.441387933
11M,MS,FULTON-ITAWAMBA COUNTY,34.35204639,0.5995560999,-88.37726833,-1.542473765
11N,CT,CANDLELIGHT FARMS,41.56676083,0.7254765765,-73.46623389,-1.282227212
12G,OH,SHELBY COMMUNITY,40.87286111,0.713365746,-82.69738889,-1.443341203
12J,AL,BREWTON MUNI,31.05060806,0.5419351515,-87.06563778,-1.519581501
12N,NJ,AEROFLEX-ANDOVER,41.00861972,0.7157351799,-74.73803389,-1.304424301
12V,WV,ONA AIRPARK,38.44088889,0.6709198386,-82.20077778,-1.434673707
13C,MI,LAKEVIEW AIRPORT-GRIFFITH FIELD,43.45213722,0.7583825904,-85.26480333,-1.488151022
13N,NJ,TRINCA,40.96676444,0.7150046678,-74.78016556,-1.305159637
14A,NC,LAKE NORMAN AIRPARK,35.61386944,0.6215790589,-80.89943056,-1.411960921
14G,OH,FREMONT,41.33308333,0.7213981362,-83.16119444,-1.451436134
14I,OH,BLOOM,39.63339389,0.6917329698,-83.74992389,-1.461711398
14J,AL,CARL FOLSOM,31.41004167,0.5482084493,-86.09033611,-1.502559282
14M,MS,HOLLANDALE MUNI,33.18262167,0.5791457954,-90.83065444,-1.585293415
14N,PA,BELTZVILLE,40.84425861,0.7128665384,-75.63546556,-1.320087433
14P,WV,BOGGS FIELD,38.82388889,0.6776044473,-81.34944444,-1.419815143
15A,AL,MARK REYNOLDS/NORTH MOBILE COUNTY,30.91323889,0.5395376081,-87.98055278,-1.535549775
15G,OH,WELTZIEN SKYPARK,41.02838778,0.7160801975,-81.79846694,-1.427652061
15J,GA,COOK COUNTY,31.13780517,0.5434570277,-83.45308753,-1.456530628
15M,MS,IUKA,34.7723125,0.6068911247,-88.16587444,-1.538784247
15N,DE,JENKINS,39.11955667,0.6827648216,-75.58381472,-1.319185956
15W,MI,DENNIS FARMS,42.89447556,0.7486495617,-84.39025361,-1.472887255
16G,OH,SENECA COUNTY,41.09405556,0.717226316,-83.2125,-1.452331585
16J,GA,DAWSON MUNI,31.74328472,0.5540246357,-84.419285,-1.473393949
17G,OH,PORT BUCYRUS-CRAWFORD COUNTY,40.78155556,0.711772164,-82.97480556,-1.448183035
17J,GA,DONALSONVILLE MUNI,31.00694444,0.541173078,-84.87761111,-1.481393245
17K,OK,BOISE CITY,36.77430028,0.6418323905,-102.5104364,-1.789143993
17M,MS,MAGEE MUNI,31.86274167,0.556109552,-89.80059972,-1.567315575
17N,NJ,CROSS KEYS,39.70547583,0.6929910366,-75.03300306,-1.309572483
18A,GA,FRANKLIN COUNTY,34.34036111,0.5993521534,-83.13080556,-1.450905748
18I,KY,MC CREARY COUNTY,36.69533333,0.6404541578,-84.39144444,-1.472908039
19A,GA,JACKSON COUNTY,34.17441514,0.5964558508,-83.56107694,-1.458415398
19M,MS,C. A. MOORE,33.12546111,0.5781481559,-90.02555694,-1.571241818
19N,NJ,CAMDEN COUNTY,39.77842056,0.6942641617,-74.94780389,-1.308085477
1A0,TN,DALLAS BAY SKY PARK,35.18757056,0.6141387424,-85.17773361,-1.486631369
1A1,NY,GREEN ACRES,42.1487,0.7356333274,-73.75095944,-1.287196609
1A3,TN,MARTIN CAMPBELL FIELD,35.01619111,0.6111476079,-84.34631083,-1.47212031
1A4,AL,LOGAN FIELD,31.10277778,0.5428456846,-86.06222222,-1.502068602
1A5,NC,MACON COUNTY,35.222595,0.614750034,-83.41904389,-1.455936454
1A6,KY,MIDDLESBORO-BELL COUNTY,36.6106375,0.6389759372,-83.73741611,-1.461493096
1A7,TN,JACKSON COUNTY,36.39728139,0.6352521719,-85.64164278,-1.494728109
1A9,AL,PRATTVILLE - GROUBY FIELD,32.43873611,0.5661625479,-86.51268333,-1.509930629
1B0,ME,DEXTER RGNL,45.00413889,0.7854701198,-69.23702778,-1.208413667
1B1,NY,COLUMBIA COUNTY,42.29130556,0.738122263,-73.71033333,-1.286487549
1B2,MA,KATAMA AIRPARK,41.35845056,0.7218408776,-70.52447056,-1.230883774
1B3,VT,FAIR HAVEN MUNI,43.61534389,0.7612310831,-73.27455556,-1.278881795
1B5,NH,FRANCONIA,44.19589694,0.7713636417,-71.74953056,-1.252265097
1B6,MA,HOPEDALE INDUSTRIAL PARK,42.10648583,0.7348965515,-71.51009,-1.248086073
1B8,NY,CHAPIN FLD,43.05007694,0.7513653173,-73.3662225,-1.280481685
1B9,MA,MANSFIELD MUNI,42.00013306,0.733040346,-71.19677139,-1.242617633
1C1,IL,PAXTON,40.44897889,0.7059676083,-88.12773806,-1.538118641
1C3,NY,ARGYLE,43.25424056,0.7549286432,-73.47094556,-1.282309446
1C5,IL,BOLINGBROOK'S CLOW INTL,41.69597444,0.7277317787,-88.12923056,-1.53814469
1C8,IL,COTTONWOOD,42.29168583,0.7381289001,-89.13621833,-1.555719936
1D2,MI,CANTON-PLYMOUTH-METTETAL,42.34815347,0.7391144459,-83.45634042,-1.456587401
1D4,OH,MAYFIELD,40.99255639,0.715454822,-81.43177917,-1.421252154
1D5,NY,LUTHER,43.02923361,0.7510015326,-75.84546778,-1.323752662
1DS,SC,DRY SWAMP,33.38777778,0.5827264438,-80.91111111,-1.412164785
1F0,OK,ARDMORE DOWNTOWN EXECUTIVE,34.14698917,0.5959771775,-97.12265194,-1.695109449
1F1,OK,LAKE MURRAY STATE PARK,34.07509694,0.594722422,-97.10667917,-1.694830671
1F2,NY,PLATEAU SKY RANCH,43.22507194,0.7544195551,-74.11485278,-1.293547743
1F4,OK,MADILL MUNI,34.14040194,0.5958622088,-96.81203222,-1.689688114
1F6,NY,DOLGEVILLE,43.11673694,0.7525287533,-74.74959306,-1.304626047
1G0,OH,WOOD COUNTY,41.391,0.7224089724,-83.63013889,-1.459620756
1G1,OH,ELYRIA,41.33152778,0.7213709867,-82.10025,-1.432919167
1G3,OH,KENT STATE UNIV,41.15138889,0.7182269711,-81.41511111,-1.420961242
1G5,OH,MEDINA MUNI,41.13144444,0.717878875,-81.76491667,-1.427066498
1G6,NY,MICHAEL AIRFIELD,43.18166667,0.7536619903,-76.12777778,-1.328679899
1G8,OH,EDDIE DEW MEMORIAL AIRPARK,40.47589944,0.7064374604,-80.62812917,-1.407225821
1H1,NY,AIRLANE ENTERPRISES,43.20506806,0.7540704215,-76.17881444,-1.329570657
1H2,IL,EFFINGHAM COUNTY MEMORIAL,39.07045083,0.6819077635,-88.53351972,-1.545200865
1H4,NY,GREENVILLE-RAINBOW,42.41674833,0.7403116517,-74.01624333,-1.291826684
1H6,OK,HARVEY YOUNG,36.13898333,0.630744022,-95.82498611,-1.672460915
1H8,IL,CASEY MUNI,39.30250917,0.685957944,-88.00406194,-1.535960087
1H9,WI,NEST OF EAGLES,45.83551247,0.7999803209,-91.80271611,-1.602259086
1I1,NY,MARCY FIELD,44.22088139,0.7717997024,-73.79125083,-1.287899826
1I3,IN,SHAWNEE FIELD,39.04448972,0.6814546568,-87.00556389,-1.518533014
1I5,NY,FREEHOLD,42.36425,0.7393953833,-74.06596806,-1.292694544
1I7,IN,CLINTON,39.7125375,0.6931142859,-87.40140667,-1.525441772
1I8,IN,CONVERSE,40.57087278,0.7080950572,-85.89165167,-1.499091586
1I9,IN,DELPHI MUNI,40.54281417,0.7076053422,-86.68167194,-1.512880036
1J0,FL,TRI-COUNTY,30.84577778,0.5383601901,-85.60138889,-1.494025546
1J6,FL,BOB LEE FLIGHT STRIP,29.10411111,0.5079623831,-81.31419444,-1.419199914
1J9,FL,FORT WALTON BEACH,30.40631,0.5306900331,-86.82912528,-1.515453581
1K2,OK,LINDSAY MUNI,34.84945139,0.6082374518,-97.58529167,-1.703184032
1K4,OK,DAVID JAY PERRY,35.1550675,0.6135714572,-97.47039389,-1.701178688
1K5,OK,WAYNOKA MUNI,36.56670028,0.6382090882,-98.85231333,-1.725297724
1K8,OK,SOUTH GRAND LAKE RGNL,36.54174833,0.6377735948,-95.02107333,-1.658429995
1M2,MS,BELZONI MUNI,33.14518056,0.578492325,-90.51528472,-1.579789177
1M3,AL,ARDMORE,34.9778625,0.6104786476,-86.88472611,-1.516423998
1M4,AL,POSEY FIELD,34.28034806,0.5983047284,-87.60044139,-1.528915582
1M5,TN,PORTLAND MUNI,36.59287528,0.638665928,-86.47691028,-1.509306272
1M7,KY,FULTON,36.52589417,0.6374968875,-88.91561611,-1.551869703
1M8,MA,MYRICKS,41.83905556,0.7302290143,-71.02647222,-1.239645353
1M9,KY,LAKE BARKLEY STATE PARK,36.81769444,0.6425897613,-87.90744444,-1.534273794
1N2,NY,SPADARO,40.82787639,0.7125806148,-72.74871083,-1.269704077
1N3,PA,ALBERT,40.97154444,0.7150880945,-78.24286111,-1.365595054
1N5,MD,BENNETT,38.41266667,0.6704272681,-75.61686111,-1.319762725
1N7,NJ,BLAIRSTOWN,40.97113889,0.7150810162,-74.99747222,-1.308952353
XLL,PA,ALLENTOWN QUEEN CITY MUNI,40.57027778,0.7080846725,-75.48830556,-1.317519008
1O1,OK,GRANDFIELD MUNI,34.23758944,0.5975584501,-98.74200917,-1.723372554
1O4,OK,THOMAS MUNI,35.73435833,0.623681986,-98.73016667,-1.723165863
1O8,OK,TIPTON MUNI,34.458625,0.6014162469,-99.17133333,-1.730865671
1P1,NH,PLYMOUTH MUNI,43.77923806,0.7640915749,-71.75369056,-1.252337703
1R7,MS,BROOKHAVEN-LINCOLN COUNTY,31.6058475,0.5516259045,-90.40931583,-1.577939672
1R8,AL,BAY MINETTE MUNI,30.87039583,0.538789856,-87.81932222,-1.532735772
1S4,OK,SEILING,36.15504,0.6310242636,-98.93370611,-1.726718295
1W3,MD,MEXICO FARMS,39.60525,0.6912417664,-78.76088889,-1.374636341
1W5,MD,HOBY WOLF,39.40794444,0.6877981361,-76.92755556,-1.34263865
1WF,OH,WACO FIELD,40.01476389,0.6983891296,-84.19805556,-1.469532768
20A,AL,ROBBINS FIELD,33.97105556,0.5929065578,-86.38030556,-1.507620202
20M,MS,MACON MUNI,33.13345889,0.5782877434,-88.53559806,-1.545237139
20N,NY,KINGSTON-ULSTER,41.9852525,0.7327806314,-73.96409722,-1.290916563
21N,NY,MATTITUCK,40.98760056,0.7153683264,-72.51897611,-1.265694451
22D,PA,BANDEL,40.13062722,0.7004113255,-80.09616639,-1.397941322
22I,OH,VINTON COUNTY,39.328125,0.6864050245,-82.44182167,-1.438880715
22M,MS,PONTOTOC COUNTY,34.27593833,0.5982277642,-89.03839694,-1.554012632
22N,PA,JAKE ARNER MEMORIAL,40.80950889,0.7122600416,-75.76149639,-1.322287085
22W,NC,TRANSYLVANIA COUNTY,35.27027778,0.6155822552,-82.64416667,-1.4424123
23M,MS,CLARKE COUNTY,32.08487111,0.5599864407,-88.73893389,-1.548786017
23N,NY,BAYPORT AERODROME,40.75843139,0.7113685713,-73.05372083,-1.275027503
24A,NC,JACKSON COUNTY,35.31743361,0.6164052795,-83.20991639,-1.452286492
24C,MI,LOWELL CITY,42.95392,0.7496870626,-85.34390583,-1.489531621
24J,FL,SUWANNEE COUNTY,30.300125,0.5288367559,-83.02469444,-1.44905376
24M,MI,WILDERNESS AIRPARK,43.24474639,0.7547629388,-85.71170889,-1.495950993
25A,AL,MCMINN,33.74,0.5888738791,-85.82580556,-1.497942355
25J,GA,CUTHBERT-RANDOLPH,31.70188889,0.5533021424,-84.82697222,-1.48050943
25M,MS,RIPLEY,34.72226667,0.6060176604,-89.01505,-1.553605151
26A,AL,ASHLAND/LINEVILLE,33.28402778,0.5809156653,-85.80902778,-1.497649527
26N,NJ,OCEAN CITY MUNI,39.26347222,0.685276621,-74.60747222,-1.302145571
26W,MI,WOLF LAKE,42.20972222,0.7366983657,-84.23166667,-1.470119392
27A,GA,ELBERT COUNTY-PATZ FIELD,34.09519722,0.5950732379,-82.81586417,-1.445408986
27C,MI,MECOSTA MORTON,43.62919361,0.7614728062,-85.26253583,-1.488111447
27J,SC,NEWBERRY COUNTY,34.30927778,0.5988096471,-81.63972222,-1.424881444
27K,KY,GEORGETOWN SCOTT COUNTY - MARSHALL FLD,38.23442528,0.6673163701,-84.43468667,-1.473662758
28A,NC,GOOSE CREEK,35.12097944,0.6129765087,-80.58728944,-1.406513033
28J,FL,PALATKA MUNI - LT. KAY LARKIN FIELD,29.65861833,0.5176403564,-81.6888925,-1.425739627
28M,MA,CRANLAND,42.02513889,0.73347678,-70.83811111,-1.236357833
28N,NJ,VINELAND-DOWNSTOWN,39.53761556,0.6900613231,-74.96628278,-1.308407995
29C,MI,GRINDSTONE AIR HARBOR,44.04777778,0.7687784755,-82.91416667,-1.447124687
29D,PA,GROVE CITY,41.14602778,0.7181334021,-80.16775,-1.399190691
29G,OH,PORTAGE COUNTY,41.21018219,0.7192531075,-81.25162514,-1.418107874
29N,NJ,KROELINGER,39.52400417,0.6898237596,-75.04634278,-1.309805305
2A0,TN,MARK ANTON,35.48624611,0.6193516124,-84.93109722,-1.482326754
2A1,TN,JAMESTOWN MUNI,36.34970417,0.634421793,-84.94665694,-1.482598322
2A5,NC,CAUSEY,35.91178556,0.6267786741,-79.61764556,-1.389589561
2A8,AL,ADDISON MUNI,34.20926833,0.5970641536,-87.15806722,-1.521194699
2B1,MA,CAPE COD,41.68527778,0.7275450867,-70.40225,-1.228750624
2B2,MA,PLUM ISLAND,42.79536111,0.7469196889,-70.83944444,-1.236381104
2B3,NH,PARLIN FIELD,43.38812944,0.7572654443,-72.18925417,-1.259939719
2B6,OH,HOLLISTER FIELD,39.43756194,0.6883150588,-83.70825611,-1.460984158
2B7,ME,PITTSFIELD MUNI,44.76852778,0.7813579316,-69.37441667,-1.210811555
2B9,VT,POST MILLS,43.884235,0.7659241166,-72.25370333,-1.261064569
2C5,MI,ALMENA,42.25253833,0.7374456476,-85.85029083,-1.498369703
2C6,IL,TRI-COUNTY,40.774,0.7116402948,-90.07441667,-1.572094581
2D1,OH,BARBER,40.97089139,0.7150766965,-81.09981889,-1.415458356
2D7,OH,BEACH CITY,40.64661806,0.7094170612,-81.55611556,-1.423422233
2E2,MI,SHARPE'S STRIP,42.95161111,0.7496467649,-82.77591667,-1.444711771
2F6,OK,SKIATOOK MUNI,36.35510556,0.634516065,-96.01095556,-1.675706693
2G1,OH,CONCORD AIRPARK,41.6670435,0.7272268386,-81.19718336,-1.417157686
2G2,OH,JEFFERSON COUNTY AIRPARK,40.35944306,0.7044049137,-80.70007806,-1.408481565
2G4,MD,GARRETT COUNTY,39.58081292,0.690815259,-79.33593667,-1.384672815
2G8,NH,GORHAM,44.39311667,0.774805774,-71.19674222,-1.242617124
2G9,PA,SOMERSET COUNTY,40.03911111,0.6988140686,-79.01455556,-1.379063658
2GC,NC,GRAYS CREEK,34.89369167,0.60900959,-78.84353056,-1.37607871
2H0,IL,SHELBY COUNTY,39.41042861,0.6878414929,-88.8454325,-1.550644768
2H3,WI,CORNELL MUNI,45.16552222,0.7882867893,-91.10569722,-1.590093815
2H4,MI,TRIPLE H,42.36531639,0.7394139952,-85.55584167,-1.493230597
2H8,OH,PAULDING AIRPORT INC,41.168105,0.7185187221,-84.55689556,-1.475795705
2I0,KY,MADISONVILLE MUNI,37.35502778,0.6519679938,-87.39963889,-1.525410918
2I2,KY,OLIVE HILL-SELLERS' FIELD,38.2536925,0.6676526464,-83.1429525,-1.451117752
2I3,KY,ROUGH RIVER STATE PARK,37.60980556,0.6564147033,-86.50716667,-1.509834345
2IS,FL,AIRGLADES,26.73519444,0.4666170024,-81.05111111,-1.414608245
2J0,FL,WAKULLA COUNTY,29.98945556,0.5234145532,-84.39539167,-1.472976931
2J2,GA,LIBERTY COUNTY,31.78461111,0.554745917,-81.64116667,-1.424906654
2J3,GA,LOUISVILLE MUNI,32.98597222,0.5757136164,-82.38480556,-1.437885596
2J5,GA,MILLEN,32.89355,0.5741005449,-81.96537778,-1.430565203
2J8,FL,PIERSON MUNI,29.24997806,0.5105082407,-81.45923583,-1.421731363
2J9,FL,QUINCY MUNI,30.59786111,0.5340332295,-84.55741667,-1.4758048
2K0,IL,PIATT COUNTY,40.00527778,0.6982235657,-88.55858333,-1.545638307
2K1,OK,POND CREEK MUNI,36.66253028,0.6398816367,-97.80866611,-1.70708265
2K4,OK,SCOTT FIELD,34.89262,0.6089908859,-99.52821361,-1.737094405
2K9,OK,HASKELL,35.83286111,0.6254011832,-95.66738889,-1.669710326
2M0,KY,PRINCETON-CALDWELL COUNTY,37.11513056,0.6477809989,-87.85708056,-1.533394779
2M2,TN,LAWRENCEBURG-LAWRENCE COUNTY,35.2343025,0.6149543684,-87.25793222,-1.522937671
2M4,MS,G. V. MONTGOMERY,32.35347778,0.5646745098,-89.48867944,-1.561871541
2M7,MI,HOFFMAN'S BLACK MOUNTAIN AERODROME,45.53194444,0.7946820612,-84.30805556,-1.471452629
2M8,TN,CHARLES W. BAKER,35.27897583,0.6157340649,-89.93147611,-1.569599798
2N2,NH,NEWFOUND VALLEY,43.59201806,0.7608239706,-71.75146806,-1.252298913
2N5,PA,KAMPEL,40.0484275,0.6989766702,-76.97803222,-1.343519634
2N6,NJ,REDWING,40.02650111,0.6985939826,-74.69265889,-1.303632359
2O8,OK,HINTON MUNI,35.50721389,0.619717569,-98.34256333,-1.716400911
2P2,WI,WASHINGTON ISLAND,45.38620833,0.7921384872,-86.92448056,-1.517117844
2P4,MI,BARAGA,46.78491667,0.8165505441,-88.57783333,-1.545974283
2P7,OH,ALDERMAN,40.05687611,0.6991241262,-80.96320611,-1.413074014
2R0,MS,WAYNESBORO MUNI,31.64599472,0.5523266055,-88.63475667,-1.546967782
2R2,IN,HENDRICKS COUNTY-GORDON GRAHAM FLD,39.74677778,0.6937118912,-86.47516667,-1.50927584
2R4,FL,PETER PRINCE FIELD,30.63762083,0.5347271673,-86.99365278,-1.518325126
2R5,AL,ST ELMO,30.50191667,0.5323586836,-88.27511111,-1.540690786
2RR,FL,RIVER RANCH RESORT,27.77933333,0.4848406573,-81.20391667,-1.417275205
2S3,MI,ARCHER MEMORIAL FIELD,42.90697639,0.7488677423,-84.47220139,-1.474317513
2T2,IL,PERCIVAL SPRINGS,39.0139325,0.6809213328,-88.53893722,-1.545295418
2T5,WI,HAHN SKY RANCH,43.46638667,0.75863129,-88.29092972,-1.540966872
2V3,IL,HARTENBOWER HECTARES,41.1815,0.7187525089,-89.14669444,-1.555902779
2W2,MD,CLEARVIEW AIRPARK,39.46702778,0.6888293344,-77.01744444,-1.344207506
2W5,MD,MARYLAND,38.60053667,0.673706217,-77.07296917,-1.345176595
2W6,MD,ST. MARY'S COUNTY RGNL,38.31536111,0.6687289664,-76.55011111,-1.336051004
30M,MS,TUNICA,34.66676806,0.6050490273,-90.36676528,-1.577197025
31A,NC,SUGAR VALLEY,35.98541389,0.6280637305,-80.51116917,-1.405184484
31D,PA,INTER COUNTY,40.3334025,0.7039504204,-79.77921222,-1.39240943
31E,NJ,EAGLES NEST,39.66539667,0.6922915234,-74.30792111,-1.29691742
33A,SC,FAIRVIEW,35.15733806,0.6136110859,-82.12233306,-1.433304589
33C,MI,JABLONSKI,43.08224167,0.7519266974,-86.09477222,-1.502636707
33J,AL,GENEVA MUNI,31.05252778,0.541968657,-85.86897222,-1.498695755
33M,MS,WATER VALLEY MUNI,34.16677639,0.5963225296,-89.68619722,-1.565318875
33N,DE,DELAWARE AIRPARK,39.21837556,0.684489536,-75.59642667,-1.319406076
34A,SC,LAURENS COUNTY,34.50705556,0.6022615193,-81.94719444,-1.430247844
34G,MI,MERILLAT,41.975045,0.732602477,-83.92521917,-1.464770876
34U,MI,YUBA,44.83889111,0.782586003,-85.43118139,-1.491054866
35A,SC,"UNION COUNTY, TROY SHELTON FIELD",34.68695278,0.605401317,-81.64116667,-1.424906654
35C,MI,WELLS,43.12836139,0.7527316381,-85.50530722,-1.492348605
35D,MI,PADGHAM FIELD,42.53098278,0.7423054182,-85.82513556,-1.497930661
37I,OH,TROY SKYPARK,39.99088667,0.6979723936,-84.27050111,-1.470797181
37K,OK,FALCONHEAD,33.92597222,0.5921197055,-97.29636111,-1.698141244
38C,MI,CAIN FIELD,43.60002444,0.7609637084,-85.49309889,-1.49213553
38D,OH,SALEM AIRPARK INC,40.94808333,0.714678621,-80.86208333,-1.41130909
38I,OH,WELLER,40.09116944,0.6997226576,-83.68937222,-1.460654572
38J,SC,HEMINGWAY-STUCKEY,33.72863806,0.5886755758,-79.51597611,-1.387815095
38N,DE,SMYRNA,39.30366667,0.6859781462,-75.58380556,-1.319185796
